Company,TypeName,Inches,Ram,Weight,Price,Cpu,Memory,Gpu,OpSys
Samsung,Gaming,17.3,8.0,2.59,55502,Intel Core i7,2TB HDD,Intel UHD Graphics 620,No OS
Lenovo,Ultrabook,14.0,4.0,2.76,51674,Intel Core i9,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10 S
HP,Netbook,12.5,8.0,2.24,52260,Intel Core i9,512GB SSD +  1TB HDD,AMD Radeon R5,Windows 10 S
HP,2 in 1 Convertible,13.3,32.0,4.36,188570,AMD A9,1TB HDD,Nvidia GeForce GTX 1050,macOS
Dell,Workstation,14.0,4.0,3.06,213681,Intel Core i5,1TB HDD,AMD Radeon R5,Windows 10 S
Apple,Gaming,15.6,8.0,3.8,195536,Intel Pentium,256GB SSD,Intel HD Graphics 620,macOS
MSI,Ultrabook,11.6,8.0,3.98,86805,AMD A9,1TB HDD,AMD Radeon R5,Chrome OS
Apple,Netbook,11.6,8.0,2.2,210991,Intel Core i5,512GB SSD,Intel HD Graphics 620,Chrome OS
Samsung,Netbook,17.3,32.0,2.55,200541,AMD E-Series,2TB HDD,Nvidia GeForce GTX 1060,No OS
Acer,Gaming,11.6,8.0,4.12,32194,Intel Pentium,1TB HDD,Intel HD Graphics 620,macOS
HP,2 in 1 Convertible,13.3,8.0,2.28,172883,Intel Pentium,256GB SSD,Intel UHD Graphics 620,Windows 10
Acer,Gaming,11.6,16.0,3.92,87377,AMD A9,256GB SSD,AMD Radeon R5,Chrome OS
Acer,Netbook,17.3,8.0,4.48,145864,AMD E-Series,512GB SSD,Intel HD Graphics 620,No OS
Acer,Notebook,12.5,8.0,3.27,58723,AMD A9,256GB SSD,Nvidia GeForce GTX 1050,Windows 10
HP,Ultrabook,15.6,8.0,3.72,246408,Intel Core i3,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Razer,Gaming,15.6,16.0,3.96,221307,Intel Core i5,2TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Asus,Netbook,11.6,64.0,4.11,91298,Intel Core i3,2TB HDD,Nvidia GeForce GTX 1050,No OS
Samsung,2 in 1 Convertible,14.0,16.0,2.4,74238,Intel Core i5,2TB HDD,Nvidia GeForce GTX 1050,No OS
Razer,Netbook,15.6,8.0,1.09,120433,Intel Core i7,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Linux
Samsung,2 in 1 Convertible,12.5,16.0,2.43,122092,Intel Core i9,1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Lenovo,Gaming,11.6,8.0,3.46,17147,Intel Pentium,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Apple,2 in 1 Convertible,17.3,4.0,2.61,244991,AMD A9,1TB HDD,Nvidia GeForce GTX 1060,Windows 10
Apple,Workstation,12.5,8.0,3.75,245323,Intel Core i7,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
Toshiba,Workstation,11.6,8.0,2.26,53445,Intel Core i7,1TB HDD,Intel UHD Graphics 620,Windows 10
Apple,Workstation,12.5,16.0,3.31,199875,Intel Pentium,512GB SSD,Intel UHD Graphics 620,Chrome OS
HP,Notebook,15.6,16.0,1.61,207180,Intel Pentium,256GB SSD,Nvidia GeForce GTX 1060,Linux
MSI,Gaming,17.3,32.0,3.75,121170,Intel Core i5,256GB SSD,AMD Radeon R5,Linux
Dell,Netbook,11.6,16.0,2.97,148085,Intel Core i3,512GB SSD,Intel HD Graphics 620,Chrome OS
Toshiba,Netbook,13.3,16.0,1.68,100617,AMD E-Series,256GB SSD +  1TB HDD,AMD Radeon R5,No OS
Dell,Notebook,17.3,4.0,2.01,228482,Intel Core i5,512GB SSD +  1TB HDD,AMD Radeon R5,macOS
Samsung,2 in 1 Convertible,13.3,4.0,3.74,68502,AMD E-Series,256GB SSD +  1TB HDD,,macOS
Dell,Notebook,12.5,16.0,2.73,132116,Intel Core i7,256GB SSD,Intel UHD Graphics 620,Windows 10 S
Dell,2 in 1 Convertible,14.0,8.0,1.72,52755,AMD E-Series,512GB SSD +  1TB HDD,Intel HD Graphics 620,No OS
Toshiba,2 in 1 Convertible,17.3,16.0,4.58,154805,Intel Core i3,1TB HDD,AMD Radeon R5,Windows 10
Lenovo,Ultrabook,12.5,8.0,3.62,24479,Intel Core i5,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Linux
Acer,Netbook,13.3,4.0,4.54,90361,Intel Pentium,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10 S
Apple,Workstation,15.6,,2.52,167376,Intel Core i3,512GB SSD,Nvidia GeForce GTX 1060,Chrome OS
Apple,2 in 1 Convertible,15.6,8.0,2.71,181766,Intel Core i9,1TB HDD,Nvidia GeForce GTX 1060,No OS
HP,Ultrabook,14.0,4.0,4.31,139232,Intel Core i3,256GB SSD +  1TB HDD,AMD Radeon R5,Linux
Toshiba,Netbook,17.3,16.0,2.9,120586,Intel Core i9,1TB HDD,Nvidia GeForce GTX 1060,Windows 10
HP,Workstation,17.3,4.0,3.59,96171,Intel Core i5,512GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10
MSI,2 in 1 Convertible,17.3,16.0,1.86,129151,Intel Pentium,256GB SSD,Nvidia GeForce GTX 1060,macOS
MSI,2 in 1 Convertible,12.5,8.0,2.6,101296,Intel Core i3,256GB SSD +  1TB HDD,AMD Radeon R5,Windows 10 S
HP,Notebook,14.0,8.0,1.37,155562,Intel Core i9,512GB SSD,Nvidia GeForce GTX 1060,Chrome OS
Toshiba,Notebook,17.3,8.0,1.68,167324,Intel Pentium,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Linux
HP,Netbook,12.5,16.0,0.9,152934,AMD A9,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10
Apple,Workstation,15.6,8.0,1.05,84959,AMD A9,512GB SSD,Intel UHD Graphics 620,Linux
Razer,2 in 1 Convertible,13.3,16.0,4.61,156522,AMD A9,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Asus,Netbook,12.5,4.0,1.82,71022,AMD E-Series,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Linux
Dell,Netbook,15.6,16.0,3.42,76991,Intel Core i3,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10 S
Asus,Gaming,15.6,8.0,4.09,186999,Intel Core i5,1TB HDD,Nvidia GeForce GTX 1050,macOS
Toshiba,Notebook,13.3,16.0,2.99,246449,Intel Core i5,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Linux
Asus,Workstation,15.6,16.0,1.48,234162,AMD E-Series,256GB SSD +  1TB HDD,AMD Radeon R5,No OS
MSI,2 in 1 Convertible,14.0,32.0,3.67,64853,Intel Core i5,256GB SSD,Intel UHD Graphics 620,macOS
Samsung,Netbook,13.3,8.0,3.18,46826,Intel Core i9,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Chrome OS
Dell,2 in 1 Convertible,15.6,4.0,3.68,57879,AMD A9,1TB HDD,Nvidia GeForce GTX 1050,macOS
Acer,Gaming,11.6,4.0,3.83,203337,Intel Core i3,512GB SSD,AMD Radeon R5,Linux
Toshiba,Workstation,12.5,16.0,4.61,87361,Intel Core i5,512GB SSD,Nvidia GeForce GTX 1060,Linux
Dell,Netbook,15.6,16.0,3.08,92990,Intel Core i5,512GB SSD,Intel HD Graphics 620,No OS
Asus,2 in 1 Convertible,14.0,16.0,2.2,104787,Intel Core i7,256GB SSD,AMD Radeon R5,Windows 10
MSI,Notebook,17.3,8.0,3.36,232256,Intel Core i7,1TB HDD,Nvidia GeForce GTX 1060,No OS
Lenovo,Gaming,15.6,8.0,1.16,55736,Intel Core i7,512GB SSD +  1TB HDD,AMD Radeon R5,Linux
Razer,Workstation,17.3,4.0,4.31,39530,Intel Core i3,512GB SSD,Nvidia GeForce GTX 1060,macOS
Acer,Gaming,11.6,64.0,1.35,224124,AMD A9,1TB HDD,Nvidia GeForce GTX 1060,No OS
Razer,Notebook,15.6,16.0,2.15,193130,Intel Pentium,256GB SSD +  1TB HDD,AMD Radeon R5,No OS
Dell,Workstation,13.3,32.0,4.0,121080,AMD A9,256GB SSD,Nvidia GeForce GTX 1050,Windows 10
MSI,Gaming,17.3,8.0,3.17,220166,AMD A9,1TB HDD,AMD Radeon R5,Linux
MSI,Ultrabook,11.6,16.0,2.4,89255,Intel Core i3,1TB HDD,AMD Radeon R5,Linux
Asus,Notebook,13.3,16.0,2.7,150958,Intel Core i9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Apple,Notebook,13.3,8.0,4.15,141598,Intel Core i9,1TB HDD,Intel HD Graphics 620,Windows 10
Asus,Notebook,13.3,16.0,2.19,239793,Intel Core i3,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Apple,Ultrabook,13.3,32.0,4.2,133623,Intel Core i7,256GB SSD,Intel UHD Graphics 620,Chrome OS
Apple,Ultrabook,15.6,32.0,1.23,52387,Intel Core i5,256GB SSD,AMD Radeon R5,Chrome OS
Acer,2 in 1 Convertible,12.5,16.0,3.85,167647,AMD E-Series,256GB SSD +  1TB HDD,AMD Radeon R5,Windows 10 S
Asus,Netbook,15.6,8.0,4.12,127260,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Lenovo,Gaming,15.6,8.0,1.59,185715,Intel Pentium,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS
HP,2 in 1 Convertible,11.6,64.0,2.54,156172,Intel Core i5,512GB SSD,Nvidia GeForce GTX 1050,macOS
HP,Gaming,11.6,4.0,1.53,206428,Intel Pentium,512GB SSD,AMD Radeon R5,No OS
Asus,Netbook,12.5,16.0,3.59,153928,Intel Core i7,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS
Asus,Ultrabook,11.6,16.0,2.93,184241,Intel Pentium,256GB SSD,Nvidia GeForce GTX 1060,Linux
Razer,Netbook,14.0,16.0,3.31,174876,Intel Core i5,2TB HDD,Intel UHD Graphics 620,Windows 10 S
Acer,Ultrabook,12.5,64.0,1.65,181862,Intel Core i5,512GB SSD,Intel UHD Graphics 620,Chrome OS
Asus,Netbook,11.6,8.0,1.7,45988,AMD E-Series,1TB HDD,Intel HD Graphics 620,Linux
Razer,2 in 1 Convertible,12.5,8.0,1.06,91448,Intel Core i9,256GB SSD,Intel UHD Graphics 620,Windows 10
Apple,Workstation,15.6,4.0,2.12,184578,Intel Core i7,2TB HDD,Nvidia GeForce GTX 1060,Windows 10
MSI,2 in 1 Convertible,15.6,8.0,3.03,128430,Intel Core i3,1TB HDD,Intel UHD Graphics 620,Linux
MSI,Gaming,12.5,8.0,4.16,233976,Intel Pentium,512GB SSD +  1TB HDD,Intel HD Graphics 620,macOS
Apple,2 in 1 Convertible,14.0,8.0,3.43,213378,AMD E-Series,256GB SSD,AMD Radeon R5,Linux
Toshiba,Notebook,14.0,16.0,2.55,158377,Intel Pentium,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Linux
Razer,Gaming,12.5,32.0,4.52,156041,Intel Pentium,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Razer,Netbook,11.6,8.0,3.63,27404,Intel Core i3,512GB SSD +  1TB HDD,AMD Radeon R5,Windows 10
Apple,Gaming,17.3,8.0,4.43,155061,Intel Core i7,1TB HDD,Nvidia GeForce GTX 1060,Windows 10
Lenovo,Workstation,14.0,32.0,2.9,211377,Intel Core i5,512GB SSD +  1TB HDD,AMD Radeon R5,Chrome OS
Samsung,Ultrabook,13.3,4.0,1.88,182055,AMD A9,512GB SSD,Nvidia GeForce GTX 1060,No OS
Dell,Netbook,15.6,4.0,1.1,185534,Intel Pentium,256GB SSD,Intel UHD Graphics 620,Linux
Apple,Gaming,12.5,8.0,3.66,34360,AMD A9,512GB SSD,Intel UHD Graphics 620,Linux
Asus,Netbook,13.3,16.0,1.36,100657,Intel Core i7,1TB HDD,Intel HD Graphics 620,macOS
Asus,Netbook,12.5,8.0,2.05,172359,AMD A9,2TB HDD,AMD Radeon R5,Windows 10
Acer,Netbook,15.6,64.0,2.92,211544,Intel Pentium,1TB HDD,Intel HD Graphics 620,macOS
Apple,Ultrabook,15.6,8.0,3.04,207385,Intel Core i3,256GB SSD,Nvidia GeForce GTX 1050,Windows 10 S
Acer,2 in 1 Convertible,14.0,16.0,3.18,49160,AMD A9,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Chrome OS
Apple,Netbook,14.0,8.0,1.53,21789,Intel Core i7,256GB SSD +  1TB HDD,AMD Radeon R5,macOS
Razer,Notebook,13.3,,2.34,173253,Intel Core i7,1TB HDD,Intel HD Graphics 620,Windows 10
Dell,Workstation,12.5,16.0,3.25,160457,Intel Core i9,256GB SSD,Intel HD Graphics 620,Windows 10 S
Razer,Ultrabook,15.6,16.0,4.59,97597,Intel Core i9,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Linux
Samsung,Gaming,13.3,16.0,3.66,80641,Intel Core i3,512GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10 S
MSI,Ultrabook,17.3,16.0,4.41,59247,AMD A9,2TB HDD,Nvidia GeForce GTX 1060,No OS
HP,Gaming,13.3,32.0,,101673,AMD A9,1TB HDD,Intel UHD Graphics 620,macOS
Apple,Ultrabook,11.6,16.0,3.15,246322,Intel Core i9,2TB HDD,Intel HD Graphics 620,Windows 10
Samsung,Gaming,13.3,16.0,1.63,20544,Intel Core i5,256GB SSD,Intel HD Graphics 620,macOS
MSI,Netbook,11.6,4.0,3.43,159347,AMD E-Series,2TB HDD,Nvidia GeForce GTX 1050,Linux
Toshiba,2 in 1 Convertible,11.6,4.0,3.27,78248,Intel Core i7,2TB HDD,,Linux
Dell,Gaming,11.6,8.0,3.19,49550,Intel Core i5,256GB SSD,Intel HD Graphics 620,Windows 10
Acer,Gaming,17.3,16.0,2.76,68693,Intel Core i7,256GB SSD,Intel UHD Graphics 620,No OS
Acer,Notebook,13.3,8.0,2.91,143924,Intel Core i5,1TB HDD,Intel UHD Graphics 620,Chrome OS
Razer,Gaming,13.3,8.0,2.17,165713,Intel Core i9,2TB HDD,Intel HD Graphics 620,Windows 10 S
Asus,Notebook,17.3,32.0,2.87,217821,Intel Core i9,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
MSI,Workstation,15.6,32.0,1.65,95021,AMD E-Series,256GB SSD,Intel UHD Graphics 620,Linux
Toshiba,Netbook,14.0,32.0,3.96,30605,Intel Core i5,512GB SSD +  1TB HDD,Intel UHD Graphics 620,macOS
Samsung,Notebook,13.3,8.0,1.61,249245,Intel Core i7,2TB HDD,Nvidia GeForce GTX 1060,macOS
Dell,2 in 1 Convertible,14.0,16.0,1.22,65713,AMD A9,256GB SSD,Nvidia GeForce GTX 1060,No OS
MSI,Netbook,12.5,8.0,2.56,166462,Intel Core i7,256GB SSD +  1TB HDD,Intel HD Graphics 620,Chrome OS
Toshiba,Notebook,12.5,8.0,3.4,90403,Intel Pentium,1TB HDD,AMD Radeon R5,macOS
HP,Netbook,17.3,8.0,2.56,73466,Intel Core i9,2TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
Apple,Netbook,12.5,8.0,1.95,18981,Intel Core i3,256GB SSD,AMD Radeon R5,macOS
Acer,Netbook,12.5,8.0,3.02,155565,Intel Core i3,256GB SSD,AMD Radeon R5,Chrome OS
Samsung,Workstation,15.6,16.0,,217290,Intel Core i9,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10 S
Acer,2 in 1 Convertible,15.6,,4.44,217390,Intel Pentium,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,macOS
Samsung,Ultrabook,15.6,16.0,4.41,130631,Intel Core i3,2TB HDD,Intel UHD Graphics 620,Windows 10 S
Razer,Ultrabook,12.5,16.0,2.81,134238,Intel Core i9,256GB SSD,Nvidia GeForce GTX 1050,Linux
Asus,Notebook,17.3,8.0,2.15,110335,Intel Core i3,2TB HDD,Intel HD Graphics 620,Linux
Samsung,Netbook,11.6,8.0,3.7,122441,Intel Core i9,256GB SSD,Nvidia GeForce GTX 1050,No OS
Acer,Notebook,11.6,8.0,1.04,31984,AMD E-Series,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Linux
Razer,Workstation,14.0,16.0,2.7,140580,AMD A9,256GB SSD +  1TB HDD,Intel UHD Graphics 620,macOS
Samsung,Workstation,11.6,8.0,2.18,126316,AMD A9,512GB SSD,Intel UHD Graphics 620,Chrome OS
HP,Gaming,11.6,8.0,4.4,168832,Intel Core i7,512GB SSD,Intel UHD Graphics 620,Windows 10 S
Asus,Workstation,15.6,4.0,0.95,237601,Intel Pentium,256GB SSD,AMD Radeon R5,Windows 10
Samsung,Gaming,15.6,16.0,3.0,147596,Intel Core i9,512GB SSD +  1TB HDD,Intel HD Graphics 620,Linux
Razer,2 in 1 Convertible,12.5,32.0,3.71,133454,Intel Core i5,1TB HDD,AMD Radeon R5,Linux
MSI,Notebook,14.0,8.0,2.74,64402,Intel Core i7,1TB HDD,Intel UHD Graphics 620,Windows 10
Lenovo,2 in 1 Convertible,13.3,16.0,1.22,106656,Intel Core i7,512GB SSD,Nvidia GeForce GTX 1060,Windows 10
Toshiba,Workstation,14.0,16.0,4.6,80614,Intel Core i9,256GB SSD +  1TB HDD,AMD Radeon R5,macOS
Lenovo,2 in 1 Convertible,14.0,32.0,2.87,181963,Intel Core i9,512GB SSD,Intel UHD Graphics 620,Windows 10 S
Lenovo,2 in 1 Convertible,17.3,16.0,3.23,106009,Intel Core i7,256GB SSD,Intel UHD Graphics 620,Linux
Dell,2 in 1 Convertible,12.5,16.0,1.8,185904,Intel Core i7,256GB SSD +  1TB HDD,,Chrome OS
HP,Workstation,17.3,16.0,2.74,60836,AMD A9,1TB HDD,Nvidia GeForce GTX 1050,macOS
MSI,Netbook,14.0,32.0,2.53,220025,Intel Core i5,512GB SSD +  1TB HDD,AMD Radeon R5,macOS
Apple,2 in 1 Convertible,14.0,8.0,1.18,159434,Intel Core i7,512GB SSD +  1TB HDD,AMD Radeon R5,Chrome OS
Samsung,Gaming,14.0,8.0,1.3,212817,AMD A9,256GB SSD,AMD Radeon R5,Chrome OS
Toshiba,Workstation,11.6,4.0,4.08,183993,Intel Core i7,512GB SSD,Intel UHD Graphics 620,No OS
Asus,2 in 1 Convertible,17.3,16.0,1.81,216506,Intel Core i3,256GB SSD,Intel HD Graphics 620,Chrome OS
MSI,Netbook,14.0,16.0,1.64,164634,Intel Core i7,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10
Acer,Workstation,15.6,4.0,2.82,210582,Intel Core i9,1TB HDD,Intel UHD Graphics 620,Linux
Apple,Ultrabook,12.5,16.0,3.82,146049,Intel Pentium,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS
Dell,Netbook,12.5,8.0,1.14,91407,Intel Pentium,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10
Dell,Gaming,15.6,4.0,3.09,22610,Intel Core i7,2TB HDD,AMD Radeon R5,No OS
MSI,2 in 1 Convertible,12.5,64.0,1.35,124381,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Linux
Razer,Ultrabook,11.6,8.0,1.04,238990,Intel Core i3,512GB SSD +  1TB HDD,AMD Radeon R5,No OS
Lenovo,Ultrabook,11.6,4.0,1.1,30791,Intel Core i5,2TB HDD,Intel UHD Graphics 620,Windows 10
Acer,Workstation,13.3,16.0,4.07,73047,Intel Core i7,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10 S
Dell,Ultrabook,13.3,16.0,1.35,246920,Intel Core i5,512GB SSD,Intel HD Graphics 620,Linux
Toshiba,Gaming,13.3,4.0,1.07,249898,Intel Core i3,512GB SSD +  1TB HDD,Intel HD Graphics 620,macOS
Dell,Gaming,12.5,16.0,2.56,213978,Intel Core i7,256GB SSD,,Linux
Asus,Notebook,11.6,16.0,4.11,165737,AMD E-Series,512GB SSD +  1TB HDD,AMD Radeon R5,Linux
Samsung,Gaming,11.6,4.0,1.9,85246,AMD A9,256GB SSD,Nvidia GeForce GTX 1060,Linux
Dell,Netbook,11.6,8.0,2.5,211936,AMD E-Series,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
Asus,Ultrabook,15.6,16.0,1.05,192523,Intel Core i9,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10
MSI,Gaming,11.6,8.0,2.61,249955,AMD E-Series,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,macOS
MSI,Workstation,15.6,32.0,3.09,101148,AMD A9,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10
Apple,Notebook,13.3,16.0,3.07,60890,Intel Core i9,512GB SSD,Intel UHD Graphics 620,No OS
Dell,Ultrabook,13.3,64.0,2.16,152866,AMD A9,512GB SSD +  1TB HDD,Intel HD Graphics 620,No OS
Toshiba,Notebook,12.5,8.0,2.1,47888,Intel Pentium,256GB SSD,Intel UHD Graphics 620,No OS
Dell,Ultrabook,13.3,,1.31,152821,AMD A9,256GB SSD,AMD Radeon R5,Windows 10
Toshiba,Workstation,12.5,8.0,2.29,61531,Intel Core i7,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Chrome OS
HP,Notebook,14.0,8.0,1.28,130652,Intel Core i5,2TB HDD,Intel HD Graphics 620,Windows 10 S
Apple,2 in 1 Convertible,14.0,4.0,3.81,35608,Intel Pentium,512GB SSD,Intel UHD Graphics 620,Chrome OS
HP,Netbook,17.3,4.0,4.57,95986,Intel Pentium,512GB SSD,Nvidia GeForce GTX 1060,No OS
Dell,Netbook,12.5,16.0,4.59,215283,Intel Core i5,512GB SSD,Nvidia GeForce GTX 1050,Windows 10 S
Apple,Ultrabook,17.3,8.0,4.19,98996,Intel Pentium,256GB SSD,,Windows 10
HP,2 in 1 Convertible,17.3,8.0,3.18,71017,AMD A9,256GB SSD +  1TB HDD,,No OS
Lenovo,Notebook,14.0,16.0,3.56,72676,AMD E-Series,2TB HDD,Intel UHD Graphics 620,Windows 10
Dell,2 in 1 Convertible,12.5,8.0,1.98,26560,Intel Core i3,512GB SSD,AMD Radeon R5,Windows 10 S
HP,2 in 1 Convertible,14.0,16.0,3.3,200473,AMD A9,256GB SSD,Intel UHD Graphics 620,Windows 10
Lenovo,Notebook,17.3,,2.63,65468,Intel Core i9,256GB SSD,Intel HD Graphics 620,Windows 10
Lenovo,Workstation,12.5,16.0,2.73,178535,Intel Core i9,256GB SSD +  1TB HDD,Intel UHD Graphics 620,macOS
MSI,2 in 1 Convertible,17.3,16.0,,177735,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Dell,2 in 1 Convertible,11.6,8.0,1.97,214778,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Lenovo,Workstation,12.5,8.0,2.11,204845,Intel Pentium,512GB SSD,AMD Radeon R5,Chrome OS
MSI,2 in 1 Convertible,12.5,8.0,4.41,48123,Intel Core i7,512GB SSD,Intel UHD Graphics 620,Linux
HP,2 in 1 Convertible,17.3,16.0,1.11,109346,Intel Core i7,2TB HDD,Intel UHD Graphics 620,macOS
Asus,2 in 1 Convertible,11.6,8.0,2.75,155790,Intel Pentium,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS
Dell,Netbook,15.6,8.0,4.37,208709,Intel Pentium,512GB SSD,AMD Radeon R5,No OS
Apple,Gaming,14.0,4.0,3.22,15028,Intel Core i5,256GB SSD +  1TB HDD,Intel UHD Graphics 620,No OS
Toshiba,Workstation,17.3,8.0,,208442,Intel Core i5,256GB SSD,Intel UHD Graphics 620,Chrome OS
Toshiba,2 in 1 Convertible,12.5,8.0,1.85,62599,Intel Core i3,512GB SSD,Nvidia GeForce GTX 1050,Chrome OS
HP,Netbook,14.0,16.0,2.2,163469,Intel Core i3,256GB SSD,Nvidia GeForce GTX 1050,macOS
Razer,Workstation,14.0,8.0,4.14,60406,Intel Core i3,1TB HDD,Intel HD Graphics 620,Windows 10
Razer,Ultrabook,14.0,8.0,3.03,62657,Intel Core i3,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
HP,Ultrabook,15.6,16.0,2.86,82560,AMD E-Series,1TB HDD,AMD Radeon R5,No OS
Lenovo,2 in 1 Convertible,13.3,16.0,1.28,119143,AMD E-Series,512GB SSD,Intel UHD Graphics 620,Windows 10
Dell,Netbook,17.3,8.0,0.96,159575,Intel Core i5,256GB SSD,Intel UHD Graphics 620,Chrome OS
Toshiba,Netbook,13.3,8.0,4.56,69943,Intel Core i7,512GB SSD,Intel HD Graphics 620,Windows 10 S
Toshiba,Workstation,13.3,8.0,2.33,90839,Intel Pentium,1TB HDD,Intel UHD Graphics 620,Linux
Lenovo,Workstation,13.3,32.0,3.19,97674,Intel Core i9,512GB SSD,Nvidia GeForce GTX 1060,Chrome OS
Toshiba,Netbook,14.0,4.0,1.2,40345,Intel Core i7,2TB HDD,Intel HD Graphics 620,Windows 10 S
Apple,Workstation,11.6,32.0,3.5,65390,AMD A9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,macOS
Dell,Netbook,14.0,16.0,4.44,241113,AMD E-Series,1TB HDD,Intel HD Graphics 620,Windows 10 S
Samsung,Gaming,14.0,16.0,3.09,74557,Intel Core i3,512GB SSD,Intel UHD Graphics 620,macOS
Toshiba,Netbook,12.5,4.0,1.38,211126,Intel Core i3,256GB SSD,Intel HD Graphics 620,Chrome OS
HP,Ultrabook,12.5,8.0,3.11,16906,AMD A9,512GB SSD,Nvidia GeForce GTX 1050,macOS
Apple,Workstation,13.3,,3.81,186239,Intel Core i7,256GB SSD,AMD Radeon R5,Windows 10 S
Toshiba,Netbook,14.0,,2.44,22961,Intel Core i3,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Linux
Apple,Netbook,13.3,16.0,4.24,172212,Intel Core i7,512GB SSD,AMD Radeon R5,Windows 10
MSI,Workstation,12.5,64.0,3.36,134289,Intel Pentium,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10
Samsung,Gaming,11.6,16.0,4.32,204773,AMD A9,1TB HDD,AMD Radeon R5,Linux
Acer,Gaming,17.3,16.0,3.27,92567,Intel Core i9,256GB SSD,Nvidia GeForce GTX 1050,No OS
HP,Workstation,13.3,4.0,1.4,95664,Intel Core i7,2TB HDD,AMD Radeon R5,Windows 10
HP,Notebook,11.6,8.0,2.08,96199,Intel Pentium,1TB HDD,Intel HD Graphics 620,Chrome OS
Dell,Workstation,17.3,4.0,1.67,114764,Intel Core i7,256GB SSD,AMD Radeon R5,No OS
Apple,Workstation,15.6,16.0,4.35,227290,Intel Core i7,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Chrome OS
Lenovo,Gaming,13.3,32.0,3.79,137357,Intel Core i3,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
HP,Gaming,13.3,16.0,3.47,95729,Intel Core i5,512GB SSD,AMD Radeon R5,Windows 10 S
Apple,Workstation,15.6,4.0,2.04,174633,AMD E-Series,512GB SSD +  1TB HDD,AMD Radeon R5,No OS
Apple,Workstation,15.6,8.0,1.6,65568,Intel Core i7,256GB SSD,AMD Radeon R5,No OS
Asus,Workstation,13.3,16.0,3.77,124349,Intel Core i7,256GB SSD,Intel UHD Graphics 620,No OS
Asus,Gaming,15.6,8.0,2.7,88302,Intel Core i7,256GB SSD,AMD Radeon R5,No OS
Acer,Workstation,14.0,16.0,,241452,Intel Core i5,256GB SSD,Intel UHD Graphics 620,macOS
