platform,hashtag,category,country,month,date,posts,likes,views,comments,shares,engagement_rate
TikTok,#FreeFireIndia,Gaming,Indonesia,February,2023-02-03,3284570,911883,33845454,22999,122323,3.12
TikTok,#Kabaddi,Sports,France,November,2023-11-27,3587896,1639522,56976287,109745,130706,3.3
Twitter,#Rajasthan,Travel,India,May,2023-05-21,446699,32989,2511467,4625,9149,1.86
Instagram,#MentalHealth,Health,India,January,2023-01-10,1359866,508803,13475054,10365,36409,4.12
Instagram,#IndianFood,Food,France,October,2023-10-01,1935257,550831,13641004,11733,39819,4.42
Facebook,#Saree,Fashion,USA,June,2023-06-27,427791,41730,2843817,3106,1885,1.64
YouTube,#Rajasthan,Travel,Germany,November,2023-11-25,32327,5704,6102906,190,146,0.1
Twitter,#Elections2024,Politics,USA,December,2023-12-19,764434,104831,2569669,8247,38859,5.91
YouTube,#StudyTips,Education,France,December,2023-12-19,14260,1268,2299994,43,96,0.06
Twitter,#Saree,Fashion,Australia,November,2023-11-10,835081,177452,3473349,13406,25079,6.22
Facebook,#Cricket,Sports,USA,March,2023-03-17,797614,166309,5663794,18392,18303,3.58
Twitter,#OnlineLearning,Education,India,October,2023-10-23,506142,92246,4965655,9066,29450,2.63
Instagram,#FIFA,Sports,Canada,June,2023-06-01,1501874,193708,14571456,17400,17308,1.57
Instagram,#IPL2024,Sports,Brazil,January,2023-01-31,455593,47652,2548416,4073,2235,2.12
Twitter,#FreeFireIndia,Gaming,Germany,October,2023-10-30,803598,124982,7126042,20506,24189,2.38
Facebook,#Vote,Politics,India,March,2023-03-08,237412,66872,1024065,4729,7239,7.7
Instagram,#Recipe,Food,India,May,2023-05-23,897292,141295,5999080,12658,12484,2.77
Instagram,#IncredibleIndia,Travel,Australia,February,2023-02-26,514496,54436,4388734,2250,3966,1.38
TikTok,#Kashmir,Travel,India,March,2023-03-02,4666286,876468,73665914,18005,109846,1.36
TikTok,#BGMI,Gaming,Brazil,May,2023-05-20,3151945,611526,66870226,37449,69339,1.07
YouTube,#Python,Technology,India,November,2023-11-01,72832,9426,7927830,719,543,0.13
Instagram,#Cricket,Sports,India,January,2023-01-28,1887073,212278,11688792,5363,8298,1.93
Instagram,#Meditation,Health,Australia,July,2023-07-27,831890,197582,4690744,16977,18227,4.96
Facebook,#ChatGPT,Technology,Canada,April,2023-04-15,372519,81998,2322700,4585,3307,3.87
Instagram,#EdTech,Education,Pakistan,September,2023-09-02,1559985,322703,21652612,12614,18832,1.64
Twitter,#Budget2024,Politics,USA,August,2023-08-22,153723,37269,1126520,4255,3959,4.04
YouTube,#Cricket,Sports,Bangladesh,January,2023-01-05,156214,16062,16447682,323,1142,0.11
Facebook,#IPL2024,Sports,Germany,January,2023-01-09,602822,138414,2256936,6996,13197,7.03
Instagram,#IPL2024,Sports,India,June,2023-06-21,959205,260646,6915266,16591,23381,4.35
YouTube,#Esports,Gaming,India,June,2023-06-30,79440,12434,14334712,1500,870,0.1
TikTok,#IncredibleIndia,Travel,India,December,2023-12-18,4406278,2104865,24314643,165241,375591,10.88
Instagram,#Esports,Gaming,India,May,2023-05-06,1221281,438872,17927778,21396,42567,2.8
Instagram,#HealthyEating,Food,India,May,2023-05-21,1849504,590753,17642413,54934,70216,4.06
TikTok,#Parliament,Politics,France,December,2023-12-14,2976324,1635780,43977138,64139,325669,4.61
YouTube,#AI,Technology,Pakistan,September,2023-09-24,184482,18723,24024378,1429,783,0.09
YouTube,#OOTD,Fashion,India,September,2023-09-13,180206,12987,25691276,1143,393,0.06
TikTok,#Parliament,Politics,Brazil,May,2023-05-28,592042,301884,3190993,3884,27909,10.46
TikTok,#IPL2024,Sports,Brazil,June,2023-06-06,92700,31855,1993637,319,2794,1.75
YouTube,#BeautyTips,Fashion,Bangladesh,October,2023-10-15,41142,7942,6104463,306,486,0.14
Facebook,#MentalHealth,Health,India,April,2023-04-23,41697,7676,172116,791,844,5.41
Facebook,#IndianFood,Food,France,May,2023-05-14,324693,68623,987005,4750,9356,8.38
TikTok,#BJP,Politics,Canada,April,2023-04-13,2147323,453215,40492272,14083,28479,1.22
TikTok,#Travel,Travel,India,July,2023-07-12,3714922,717793,67478901,42055,90134,1.26
YouTube,#Kashmir,Travel,UK,August,2023-08-27,110733,21506,11408944,2981,254,0.22
Facebook,#Cricket,Sports,Pakistan,June,2023-06-04,262432,54499,1112361,4680,7574,6.0
YouTube,#MusicMonday,Entertainment,India,July,2023-07-26,176157,8965,29126958,1198,378,0.04
Twitter,#IPL2024,Sports,India,November,2023-11-29,117248,13682,325854,1280,3344,5.62
YouTube,#Bollywood,Entertainment,Australia,October,2023-10-27,177293,22449,26425742,2496,1035,0.1
TikTok,#Goa,Travel,India,December,2023-12-12,1348350,384821,17221491,30493,19613,2.53
Facebook,#Meditation,Health,India,February,2023-02-28,78403,6272,440839,256,317,1.55
Instagram,#Olympics,Sports,India,September,2023-09-16,940749,222722,13276351,9798,16377,1.87
Instagram,#Startup,Technology,India,November,2023-11-10,1438832,365025,15680264,10898,15755,2.5
Twitter,#Budget2024,Politics,Germany,December,2023-12-03,257373,21659,2041821,2859,5259,1.46
YouTube,#Skincare,Fashion,India,October,2023-10-29,129727,13634,9020261,956,899,0.17
Facebook,#Cooking,Food,India,January,2023-01-15,305189,55104,1643520,1707,4039,3.7
TikTok,#IncredibleIndia,Travel,France,July,2023-07-01,1218562,439362,28120306,12909,86669,1.92
YouTube,#OnlineLearning,Education,India,June,2023-06-28,185632,23901,20855407,1020,492,0.12
TikTok,#Esports,Gaming,Australia,March,2023-03-13,2384886,1200151,51182273,89583,72286,2.66
Facebook,#Cooking,Food,Pakistan,December,2023-12-04,197136,40753,1491230,4066,3985,3.27
Instagram,#PubG,Gaming,Pakistan,June,2023-06-28,1235771,390647,9694977,9217,41675,4.55
Instagram,#AI,Technology,Bangladesh,February,2023-02-24,1057388,451485,9217204,36476,53419,5.87
Instagram,#Cricket,Sports,Australia,July,2023-07-16,1595056,702880,22440060,17539,36931,3.37
Twitter,#Olympics,Sports,Canada,July,2023-07-11,640996,112981,1433059,8598,14947,9.53
Facebook,#Recipe,Food,Bangladesh,October,2023-10-21,591499,73311,2079101,5086,5239,4.02
Instagram,#Democracy,Politics,Germany,September,2023-09-28,1705908,642276,6878595,14091,74751,10.63
Twitter,#AI,Technology,Canada,March,2023-03-13,941683,48070,7717172,6501,17273,0.93
YouTube,#BJP,Politics,Australia,November,2023-11-25,138952,17289,23598568,1627,746,0.08
YouTube,#PubG,Gaming,France,October,2023-10-14,36642,6237,3627486,631,443,0.2
TikTok,#Cricket,Sports,Canada,September,2023-09-22,2551709,498631,44572757,6783,65360,1.28
Twitter,#Coding,Technology,France,May,2023-05-09,414391,79005,1054054,14277,30846,11.78
Twitter,#OnlineLearning,Education,India,September,2023-09-23,982072,169161,4417275,24155,44621,5.39
Twitter,#Ayurveda,Health,France,May,2023-05-15,689963,38634,3245835,3443,7740,1.53
Twitter,#Budget2024,Politics,Indonesia,June,2023-06-18,974066,196244,9057407,11646,48681,2.83
TikTok,#Meditation,Health,Germany,January,2023-01-19,2951162,1745539,84839103,90541,247630,2.46
Twitter,#NEET,Education,India,May,2023-05-19,763466,44546,1744367,5619,13145,3.63
Facebook,#Kashmir,Travel,Canada,April,2023-04-27,30484,8684,65788,871,534,15.34
TikTok,#HealthyEating,Food,Bangladesh,January,2023-01-10,4684672,1719171,68762176,62588,118254,2.76
Facebook,#UPSC,Education,India,August,2023-08-13,131724,36536,1039988,2305,2239,3.95
Facebook,#Netflix,Entertainment,India,February,2023-02-17,625210,51399,2799936,5023,6622,2.25
TikTok,#MentalHealth,Health,Canada,January,2023-01-08,2146501,1106907,14843680,20887,85330,8.17
Twitter,#Gaming,Gaming,Pakistan,December,2023-12-02,938677,92787,4073202,13075,22603,3.15
Twitter,#IPL2024,Sports,India,October,2023-10-06,220860,32905,1740763,3407,12323,2.79
Instagram,#Wanderlust,Travel,India,July,2023-07-07,1646215,482327,22104801,19069,53233,2.51
YouTube,#OnlineLearning,Education,India,January,2023-01-28,91368,16908,13430209,1705,500,0.14
Instagram,#Vote,Politics,India,June,2023-06-06,1565895,459649,7004211,35849,46385,7.74
Twitter,#TechNews,Technology,Brazil,November,2023-11-29,806313,113490,2349522,14167,12498,5.97
YouTube,#Ayurveda,Health,India,February,2023-02-13,16155,1484,2096185,125,104,0.08
Facebook,#IncredibleIndia,Travel,India,April,2023-04-16,405753,48923,1860990,1697,3599,2.91
TikTok,#BGMI,Gaming,France,November,2023-11-08,2870403,1622393,79470665,108241,224934,2.46
Twitter,#Valorant,Gaming,Germany,November,2023-11-15,460161,102684,3801344,19436,33446,4.09
Twitter,#NEET,Education,Australia,December,2023-12-14,306380,67925,2911776,8118,18460,3.25
TikTok,#JEE,Education,India,July,2023-07-15,3970268,1927705,111630153,37071,100775,1.85
YouTube,#Cricket,Sports,Canada,October,2023-10-05,78048,7853,7104570,785,277,0.13
YouTube,#MentalHealth,Health,India,June,2023-06-07,149513,22294,25488970,2902,915,0.1
Twitter,#IncredibleIndia,Travel,Brazil,January,2023-01-19,381149,55663,3336808,4602,6544,2.0
Twitter,#BeautyTips,Fashion,Indonesia,June,2023-06-10,72154,9963,293237,1673,1772,4.57
Facebook,#Budget2024,Politics,Bangladesh,March,2023-03-31,162037,44021,961830,2242,4930,5.32
Instagram,#NEET,Education,Pakistan,June,2023-06-12,97987,28778,561997,2766,3432,6.22
YouTube,#WebSeries,Entertainment,Germany,June,2023-06-30,142173,22427,18212957,1468,345,0.13
Facebook,#Kabaddi,Sports,India,May,2023-05-02,221953,33664,938451,3502,2886,4.27
Facebook,#IndianFashion,Fashion,India,June,2023-06-17,644450,163301,2584189,10897,18243,7.45
Facebook,#BeautyTips,Fashion,India,March,2023-03-24,394192,35404,2988705,3967,1515,1.37
TikTok,#Coding,Technology,Indonesia,September,2023-09-18,4927862,2319929,140436654,84720,318765,1.94
Instagram,#HealthyEating,Food,India,February,2023-02-09,1971923,882064,19294928,88052,76500,5.42
Facebook,#EdTech,Education,India,September,2023-09-28,61929,13225,368798,1016,990,4.13
Instagram,#Fitness,Health,France,May,2023-05-05,699301,129423,8539668,6336,9192,1.7
Twitter,#Python,Technology,Australia,July,2023-07-29,384459,25350,2492700,1558,5290,1.29
Facebook,#Yoga,Health,Brazil,August,2023-08-03,248924,51092,1732686,2108,5065,3.36
Facebook,#Meditation,Health,India,November,2023-11-07,280922,71659,1137574,2910,6086,7.09
TikTok,#Vote,Politics,Brazil,November,2023-11-20,1711818,949960,46065266,10531,64709,2.23
YouTube,#EdTech,Education,France,August,2023-08-29,195234,12719,34459305,1633,148,0.04
Instagram,#Cricket,Sports,Indonesia,September,2023-09-29,1936492,456702,15624206,13790,42347,3.28
Instagram,#OOTD,Fashion,USA,June,2023-06-22,1250419,391462,5368375,30445,14342,8.13
YouTube,#Rajasthan,Travel,Bangladesh,August,2023-08-19,194669,34110,14030263,2797,662,0.27
Instagram,#WellBeing,Health,India,March,2023-03-19,1888207,193964,19102195,14336,13736,1.16
YouTube,#Goa,Travel,Indonesia,October,2023-10-29,73716,14132,2760055,828,478,0.56
TikTok,#OnlineLearning,Education,Pakistan,September,2023-09-18,3629331,1010281,52994379,63658,195011,2.39
Twitter,#Python,Technology,Indonesia,May,2023-05-23,608075,137374,2745421,14026,20561,6.26
YouTube,#Streetwear,Fashion,Brazil,April,2023-04-25,44886,4186,8312202,621,262,0.06
Instagram,#IndianFashion,Fashion,India,April,2023-04-16,1167970,459685,14083822,10199,51130,3.7
TikTok,#UPSC,Education,India,September,2023-09-08,266235,84208,3207050,6429,9597,3.13
Facebook,#UPSC,Education,Germany,August,2023-08-21,317268,89456,1997996,10084,4758,5.22
Facebook,#Kashmir,Travel,India,March,2023-03-12,299979,72282,809576,4469,3519,9.92
Instagram,#FIFA,Sports,India,September,2023-09-17,713253,140252,7537292,8559,14015,2.16
YouTube,#MusicMonday,Entertainment,India,December,2023-12-28,137154,13390,23516093,1418,956,0.07
Twitter,#Netflix,Entertainment,India,October,2023-10-28,399483,89653,1502725,7114,21609,7.88
Facebook,#BJP,Politics,Brazil,May,2023-05-25,146193,18082,1060657,2089,2428,2.13
Instagram,#MusicMonday,Entertainment,India,September,2023-09-09,1179659,370325,13589537,8556,34039,3.04
TikTok,#HealthyEating,Food,Pakistan,May,2023-05-01,2975139,1094568,63737962,24742,104000,1.92
Instagram,#Skincare,Fashion,Brazil,September,2023-09-08,1680897,538743,17101623,34195,30486,3.53
Instagram,#FIFA,Sports,UK,August,2023-08-17,692407,129195,5607377,4404,14995,2.65
Twitter,#Valorant,Gaming,UK,December,2023-12-27,139278,28515,817549,4867,7036,4.94
Facebook,#AI,Technology,India,May,2023-05-18,540139,68772,3838189,4594,7004,2.09
YouTube,#Skincare,Fashion,USA,July,2023-07-30,103097,17666,9952558,952,244,0.19
Facebook,#Coding,Technology,Bangladesh,January,2023-01-24,331496,59165,1103172,6437,5855,6.48
Twitter,#WellBeing,Health,USA,March,2023-03-08,639347,100987,6139155,5369,21586,2.08
YouTube,#PubG,Gaming,India,December,2023-12-02,13401,1712,1141464,78,35,0.16
TikTok,#HealthyEating,Food,India,May,2023-05-29,1403956,785926,18655139,19721,125748,4.99
Twitter,#Bollywood,Entertainment,Canada,September,2023-09-27,112500,16908,937209,952,3126,2.24
Twitter,#TechNews,Technology,Canada,December,2023-12-19,264322,15001,2114397,2579,3200,0.98
Facebook,#BJP,Politics,France,May,2023-05-19,97041,9397,487830,876,1133,2.34
Twitter,#WebSeries,Entertainment,Germany,October,2023-10-05,639254,149454,1767187,20658,32481,11.46
TikTok,#Saree,Fashion,UK,September,2023-09-20,246561,70508,4061510,1197,13776,2.1
TikTok,#Rajasthan,Travel,India,August,2023-08-08,830663,207677,12591412,6126,19244,1.85
TikTok,#UPSC,Education,UK,January,2023-01-09,4219430,2014359,121462345,127688,316630,2.02
Facebook,#Startup,Technology,India,July,2023-07-23,251390,44837,1221966,1784,3325,4.09
Instagram,#IPL2024,Sports,Indonesia,March,2023-03-28,445540,179414,3955387,7176,7664,4.91
TikTok,#Travel,Travel,Australia,October,2023-10-18,1999762,352997,34666761,13706,56859,1.22
Instagram,#Movies,Entertainment,Australia,October,2023-10-17,1265628,306645,3881505,23069,30036,9.27
Facebook,#NEET,Education,USA,November,2023-11-30,255190,38483,1595756,2936,5174,2.92
Twitter,#Olympics,Sports,Australia,February,2023-02-09,398935,30102,841352,3852,4107,4.52
Instagram,#IncredibleIndia,Travel,India,August,2023-08-06,1048477,167497,13250488,9878,16315,1.46
TikTok,#Cooking,Food,India,June,2023-06-01,1036360,358545,12804840,26725,54320,3.43
TikTok,#PubG,Gaming,France,July,2023-07-10,4779584,2115440,40807801,98637,170651,5.84
TikTok,#PubG,Gaming,Pakistan,May,2023-05-09,4010346,1436891,113914128,107616,227056,1.56
Instagram,#Vote,Politics,Australia,August,2023-08-31,30596,6461,157591,372,771,4.83
Twitter,#Skincare,Fashion,India,April,2023-04-13,732759,50391,4153826,3235,14487,1.64
TikTok,#Elections2024,Politics,USA,November,2023-11-22,4740541,2595467,64584827,28521,204772,4.38
YouTube,#StreetFood,Food,Australia,June,2023-06-06,96778,13904,8960510,738,665,0.17
Instagram,#Kabaddi,Sports,India,February,2023-02-22,1542301,271066,7927277,17644,11223,3.78
TikTok,#Meditation,Health,Canada,July,2023-07-16,2819584,1153336,74253760,60358,224899,1.94
TikTok,#Goa,Travel,India,January,2023-01-02,1994739,1187047,14528595,78623,85436,9.3
Instagram,#IncredibleIndia,Travel,USA,February,2023-02-09,1888950,830089,8771715,70207,56683,10.91
Facebook,#Gaming,Gaming,Indonesia,March,2023-03-02,260468,52935,1110598,3424,4880,5.51
YouTube,#JEE,Education,Indonesia,February,2023-02-10,159196,28070,30560031,4011,1918,0.11
Instagram,#StreetFood,Food,Brazil,September,2023-09-08,1467729,552068,16474393,35681,38196,3.8
YouTube,#Elections2024,Politics,Germany,July,2023-07-07,122678,20316,10093759,1526,1080,0.23
Instagram,#Foodie,Food,India,January,2023-01-06,420698,107163,3917552,2191,6208,2.95
Twitter,#Gaming,Gaming,Indonesia,January,2023-01-07,641249,67078,4602721,9810,14722,1.99
YouTube,#Skincare,Fashion,India,October,2023-10-20,8476,1521,1584702,227,82,0.12
Facebook,#Democracy,Politics,Australia,November,2023-11-28,795046,159032,2085663,10060,17083,8.93
Instagram,#Budget2024,Politics,India,August,2023-08-03,1759159,696681,6460645,49463,24808,11.93
Twitter,#JEE,Education,Germany,April,2023-04-10,691927,119565,1476154,20994,42382,12.39
YouTube,#Vote,Politics,Australia,July,2023-07-07,135855,7081,18966602,524,401,0.04
Twitter,#Cricket,Sports,Germany,September,2023-09-14,159679,31263,426622,3642,5710,9.52
Instagram,#NEET,Education,India,November,2023-11-22,1576212,622199,22528922,27932,50056,3.11
Twitter,#Esports,Gaming,Pakistan,December,2023-12-23,95277,15552,543464,1048,1977,3.42
Twitter,#Parliament,Politics,Pakistan,November,2023-11-17,26084,5304,216755,438,1126,3.17
Twitter,#Coding,Technology,Germany,December,2023-12-15,678518,161847,6050132,26237,52022,3.97
YouTube,#MusicMonday,Entertainment,Australia,May,2023-05-27,47162,4331,5739954,319,296,0.09
YouTube,#ChatGPT,Technology,India,May,2023-05-13,183360,21258,6717241,1406,753,0.35
TikTok,#Wanderlust,Travel,Bangladesh,March,2023-03-29,358122,206761,7030140,4321,27976,3.4
Facebook,#Valorant,Gaming,Canada,December,2023-12-16,310712,39037,1925769,2941,5124,2.45
YouTube,#Kabaddi,Sports,Canada,April,2023-04-18,68189,5641,4565407,788,260,0.15
Instagram,#Goa,Travel,Brazil,October,2023-10-28,687361,158298,5179211,10617,5231,3.36
Twitter,#BGMI,Gaming,India,August,2023-08-04,503593,58891,3617333,3829,22021,2.34
YouTube,#Democracy,Politics,Indonesia,April,2023-04-06,197644,10527,32741673,835,529,0.04
Facebook,#Cooking,Food,Germany,May,2023-05-05,272843,65248,1529462,4791,5489,4.94
Twitter,#Startup,Technology,India,August,2023-08-04,451582,92490,4349572,10184,10041,2.59
TikTok,#Parliament,Politics,France,November,2023-11-02,4446347,1064046,130325515,66640,73933,0.92
YouTube,#Bollywood,Entertainment,India,March,2023-03-14,91228,10838,4539648,217,220,0.25
Instagram,#Saree,Fashion,India,April,2023-04-05,505312,202234,4163056,15760,8872,5.45
TikTok,#BGMI,Gaming,Brazil,March,2023-03-23,2941652,573507,55143404,21554,46955,1.16
Facebook,#Cooking,Food,Australia,May,2023-05-05,108479,17927,424168,2046,1505,5.06
YouTube,#Skincare,Fashion,Australia,August,2023-08-06,156983,17123,5164461,1429,1058,0.38
TikTok,#Netflix,Entertainment,France,November,2023-11-08,1544514,765352,21975830,25860,132777,4.2
TikTok,#Ayurveda,Health,France,February,2023-02-09,1979996,420028,19204503,10410,48433,2.49
YouTube,#HealthyEating,Food,India,August,2023-08-06,40017,3711,3586595,470,46,0.12
Facebook,#Budget2024,Politics,UK,December,2023-12-16,550479,145068,2636539,5431,16750,6.34
Twitter,#IndianFood,Food,India,June,2023-06-13,139993,23089,710033,2729,5676,4.44
Facebook,#IndianFood,Food,India,August,2023-08-06,279213,67919,752688,6971,9502,11.21
TikTok,#Esports,Gaming,Australia,June,2023-06-21,4538107,2665214,35360037,60017,302794,8.56
Facebook,#Cricket,Sports,India,June,2023-06-22,749935,157361,2389051,16232,18889,8.06
Facebook,#IndianFood,Food,Brazil,May,2023-05-25,49779,5313,245795,334,732,2.6
YouTube,#Streetwear,Fashion,USA,December,2023-12-12,78132,12893,1893565,705,393,0.74
Facebook,#MusicMonday,Entertainment,USA,June,2023-06-02,674876,59277,1801986,5682,5835,3.93
Facebook,#ChatGPT,Technology,India,October,2023-10-01,107166,11545,307337,859,1595,4.55
YouTube,#Wanderlust,Travel,Pakistan,May,2023-05-05,192569,33328,23576663,842,1095,0.15
Twitter,#Vote,Politics,Australia,November,2023-11-23,856943,194018,4332107,38229,23986,5.91
YouTube,#Cooking,Food,India,April,2023-04-05,196260,17374,26989906,2341,1191,0.08
Facebook,#Cricket,Sports,Pakistan,May,2023-05-14,325929,70214,1706220,7122,8170,5.01
Twitter,#PubG,Gaming,Brazil,April,2023-04-21,802671,190309,3369848,29179,29633,7.39
TikTok,#OTT,Entertainment,UK,April,2023-04-03,2440019,665407,37038438,7525,74624,2.02
Instagram,#Saree,Fashion,Brazil,November,2023-11-03,1667291,736215,11367444,27759,23283,6.93
YouTube,#AI,Technology,Pakistan,May,2023-05-28,191383,30009,32316071,2893,1633,0.11
YouTube,#NEET,Education,Brazil,October,2023-10-13,3794,384,294170,48,7,0.15
Facebook,#Startup,Technology,Australia,March,2023-03-29,713676,118337,3152756,10586,12170,4.48
Twitter,#Travel,Travel,USA,February,2023-02-12,222633,44438,1388502,4248,14453,4.55
Facebook,#IncredibleIndia,Travel,India,November,2023-11-16,621350,72500,2553598,4990,10841,3.46
Twitter,#BeautyTips,Fashion,Australia,September,2023-09-09,251120,31404,1582242,3352,12079,2.96
Twitter,#Olympics,Sports,India,April,2023-04-19,121006,19863,414927,1467,6619,6.74
Facebook,#NEET,Education,USA,April,2023-04-22,446493,124170,1640093,12335,13575,9.15
YouTube,#OnlineLearning,Education,Indonesia,July,2023-07-20,59508,10643,6490536,854,721,0.19
Facebook,#Budget2024,Politics,UK,May,2023-05-28,11499,2267,46045,162,133,5.56
Twitter,#StreetFood,Food,Bangladesh,August,2023-08-03,443587,58579,3145624,8366,8293,2.39
TikTok,#StudyTips,Education,Pakistan,October,2023-10-20,3479055,2002091,45664363,55049,271074,5.1
Facebook,#FIFA,Sports,India,November,2023-11-04,693890,114946,3516643,5445,16144,3.88
Facebook,#Valorant,Gaming,Germany,May,2023-05-03,191722,35253,1203392,1691,1924,3.23
Twitter,#Netflix,Entertainment,Pakistan,August,2023-08-25,486498,48167,3320831,9559,16329,2.23
Facebook,#EdTech,Education,India,November,2023-11-06,355350,96605,2648520,5027,11537,4.27
Twitter,#WebSeries,Entertainment,India,December,2023-12-16,714752,93825,4401542,11308,20228,2.85
Facebook,#Skincare,Fashion,Indonesia,March,2023-03-03,758565,190286,4462285,14856,8107,4.78
Facebook,#Movies,Entertainment,Canada,July,2023-07-23,768375,191423,3211991,18088,18428,7.1
Facebook,#IndianFood,Food,India,March,2023-03-16,283250,69891,1551890,7076,8346,5.5
YouTube,#HealthyEating,Food,USA,March,2023-03-14,64218,10874,3712782,354,597,0.32
Twitter,#Wanderlust,Travel,Brazil,May,2023-05-06,798751,81472,3484420,9507,27391,3.4
YouTube,#Fitness,Health,Pakistan,January,2023-01-19,37205,2686,2675689,130,96,0.11
YouTube,#Saree,Fashion,Australia,March,2023-03-23,149303,21661,15759121,1671,663,0.15
Instagram,#Vote,Politics,India,July,2023-07-16,549609,177450,1833526,6553,10161,10.59
TikTok,#Movies,Entertainment,USA,September,2023-09-18,4385383,1458710,89731513,31987,148251,1.83
Instagram,#WellBeing,Health,USA,September,2023-09-25,795095,184694,11221165,13273,20015,1.94
Facebook,#Democracy,Politics,France,July,2023-07-14,22923,5206,54751,261,326,10.58
Instagram,#BeautyTips,Fashion,Canada,March,2023-03-03,1373141,231964,12338335,15205,20291,2.17
Twitter,#UPSC,Education,Australia,April,2023-04-14,386220,70619,2003682,4577,14042,4.45
Twitter,#BeautyTips,Fashion,Indonesia,October,2023-10-03,920003,60618,7712700,7091,15571,1.08
Instagram,#Skincare,Fashion,India,December,2023-12-20,1973633,646922,11725441,48629,45961,6.32
Twitter,#Fitness,Health,Indonesia,May,2023-05-23,100797,20020,792939,3756,7444,3.94
Instagram,#JEE,Education,India,April,2023-04-17,487282,90331,5915684,5255,3508,1.68
Twitter,#Valorant,Gaming,India,April,2023-04-11,506532,37119,1350966,2955,9751,3.69
Instagram,#Ayurveda,Health,India,October,2023-10-19,30137,9149,401836,264,1004,2.59
Instagram,#Meditation,Health,Pakistan,August,2023-08-22,11038,2076,87045,86,180,2.69
YouTube,#NEET,Education,Indonesia,May,2023-05-26,169656,16108,29877604,843,471,0.06
TikTok,#JEE,Education,Bangladesh,August,2023-08-14,985078,580952,28215023,25637,56864,2.35
TikTok,#Rajasthan,Travel,India,April,2023-04-02,599952,295294,13093595,4907,52947,2.7
YouTube,#UPSC,Education,India,February,2023-02-25,61265,5022,6758775,309,236,0.08
Twitter,#BeautyTips,Fashion,India,October,2023-10-20,709524,57414,2306734,9470,19276,3.74
Instagram,#Meditation,Health,India,June,2023-06-16,1093108,484688,11851354,40277,48555,4.84
YouTube,#Coding,Technology,Brazil,June,2023-06-05,97700,7009,7822837,462,435,0.1
Facebook,#Streetwear,Fashion,Pakistan,July,2023-07-21,445385,36186,3402707,1265,3074,1.19
Instagram,#Kashmir,Travel,India,December,2023-12-27,434071,75099,5035255,3273,4777,1.65
YouTube,#Cooking,Food,USA,October,2023-10-13,147293,23692,24089097,2375,966,0.11
YouTube,#IPL2024,Sports,India,March,2023-03-24,85823,13596,16260793,1319,1042,0.1
Twitter,#HealthyEating,Food,France,December,2023-12-28,515699,51554,5103065,7110,6072,1.27
Twitter,#Gaming,Gaming,Indonesia,July,2023-07-09,464406,109005,1341318,7645,35420,11.34
YouTube,#Recipe,Food,Germany,March,2023-03-19,155114,14709,8686225,462,399,0.18
TikTok,#EdTech,Education,India,October,2023-10-13,4504581,2332424,100178517,46258,385983,2.76
YouTube,#Esports,Gaming,Australia,April,2023-04-20,48771,4788,2974192,321,114,0.18
YouTube,#BeautyTips,Fashion,Australia,January,2023-01-12,37270,2529,3501151,180,111,0.08
Twitter,#StudyTips,Education,France,September,2023-09-20,396616,21115,2180458,1157,5305,1.26
YouTube,#NEET,Education,India,October,2023-10-22,87991,12772,13392061,1194,998,0.11
Twitter,#UPSC,Education,Canada,September,2023-09-20,892409,196595,5882226,23643,58005,4.73
Instagram,#ChessOlympiad,Sports,UK,May,2023-05-22,986675,254513,13385713,20135,22534,2.22
Twitter,#BJP,Politics,Pakistan,June,2023-06-23,481102,74831,3627840,12948,17190,2.89
Twitter,#StreetFood,Food,India,January,2023-01-04,658986,142106,1417461,11906,32420,13.15
YouTube,#Startup,Technology,Bangladesh,June,2023-06-17,140056,16619,19575954,1995,834,0.1
YouTube,#Yoga,Health,India,March,2023-03-17,54539,5250,2081282,469,399,0.29
Twitter,#Vote,Politics,USA,February,2023-02-05,348367,78072,3284307,11611,12531,3.11
Instagram,#Foodie,Food,India,April,2023-04-22,1629725,365662,7574547,33608,25438,5.61
Facebook,#MusicMonday,Entertainment,Germany,April,2023-04-17,406895,36957,1884445,1769,4612,2.3
TikTok,#IPL2024,Sports,India,September,2023-09-17,4901161,2333115,39418047,146898,158777,6.69
Facebook,#Fitness,Health,Australia,June,2023-06-12,443293,54088,3506852,5515,4304,1.82
YouTube,#StudyTips,Education,Brazil,January,2023-01-09,2402,257,229637,37,4,0.13
YouTube,#OOTD,Fashion,UK,November,2023-11-30,79325,6695,11598783,700,446,0.07
Facebook,#Movies,Entertainment,Australia,November,2023-11-28,346974,31221,2458133,1434,1280,1.38
TikTok,#Budget2024,Politics,Australia,August,2023-08-29,377078,66943,9449388,4729,9984,0.86
YouTube,#Ayurveda,Health,Germany,March,2023-03-22,110401,8375,20814174,1218,518,0.05
Instagram,#BGMI,Gaming,Canada,March,2023-03-25,72872,19977,486258,1398,2233,4.86
YouTube,#Fitness,Health,India,January,2023-01-14,87422,4744,9152245,548,95,0.06
Facebook,#OTT,Entertainment,UK,November,2023-11-03,765619,149712,2257837,4692,20763,7.76
Twitter,#IndianFood,Food,India,September,2023-09-01,491993,121361,4353706,15838,17029,3.54
TikTok,#Movies,Entertainment,Brazil,August,2023-08-29,2204711,457895,47201444,16296,65040,1.14
